19.1	219.5	21.9	1.22E+02	3.31E+00	1.16E+02	1.06E+03
19.2	222.4	22.1	1.26E+02	3.41E+00	1.19E+02	1.09E+03
19.3	225.1	22.4	1.30E+02	3.52E+00	1.23E+02	1.13E+03
19.4	227.9	22.7	1.35E+02	3.64E+00	1.27E+02	1.17E+03
19.5	230.5	22.9	1.39E+02	3.75E+00	1.31E+02	1.20E+03
19.6	233.0	23.2	1.43E+02	3.87E+00	1.35E+02	1.24E+03
19.7	235.5	23.4	1.47E+02	3.98E+00	1.39E+02	1.28E+03
19.8	237.9	23.7	1.52E+02	4.10E+00	1.43E+02	1.32E+03
19.9	240.1	23.9	1.56E+02	4.22E+00	1.48E+02	1.35E+03
20	    242.3	22.5	1.61E+02	4.35E+00	1.52E+02	1.39E+03
20.1	244.4	22.7	1.65E+02	4.47E+00	1.56E+02	1.43E+03
20.2	246.4	22.9	1.70E+02	4.59E+00	1.61E+02	1.47E+03
20.3	248.2	23.0	1.75E+02	4.72E+00	1.65E+02	1.51E+03
20.4	250.0	23.2	1.79E+02	4.85E+00	1.69E+02	1.55E+03
20.5	251.7	23.4	1.84E+02	4.98E+00	1.74E+02	1.60E+03
20.6	253.2	23.5	1.89E+02	5.11E+00	1.78E+02	1.64E+03
20.7	254.7	23.6	1.94E+02	5.24E+00	1.83E+02	1.68E+03
20.8	256.0	23.8	1.99E+02	5.37E+00	1.88E+02	1.72E+03
20.9	257.3	23.9	2.04E+02	5.50E+00	1.92E+02	1.76E+03
21	    258.4	22.0	2.09E+02	5.64E+00	1.97E+02	1.81E+03
21.1	259.4	22.1	2.14E+02	5.77E+00	2.02E+02	1.85E+03
21.2	260.3	22.1	2.19E+02	5.91E+00	2.07E+02	1.90E+03
21.3	261.1	22.2	2.24E+02	6.05E+00	2.11E+02	1.94E+03
21.4	261.7	22.3	2.29E+02	6.19E+00	2.16E+02	1.98E+03
21.5	262.3	22.3	2.34E+02	6.33E+00	2.21E+02	2.03E+03
21.6	262.7	22.3	2.39E+02	6.46E+00	2.26E+02	2.07E+03
21.7	263.0	22.4	2.44E+02	6.61E+00	2.31E+02	2.12E+03
21.8	263.3	22.4	2.50E+02	6.75E+00	2.36E+02	2.16E+03
21.9	263.4	22.4	2.55E+02	6.89E+00	2.41E+02	2.21E+03
22	    263.4	20.6	2.60E+02	7.03E+00	2.46E+02	2.25E+03
22.1	263.3	20.6	2.65E+02	7.17E+00	2.51E+02	2.30E+03
22.2	263.1	20.6	2.71E+02	7.31E+00	2.56E+02	2.35E+03
22.3	262.8	20.6	2.76E+02	7.46E+00	2.61E+02	2.39E+03
22.4	262.4	20.5	2.81E+02	7.60E+00	2.66E+02	2.44E+03
22.5	261.9	20.5	2.87E+02	7.74E+00	2.71E+02	2.48E+03
22.6	261.3	20.5	2.92E+02	7.89E+00	2.76E+02	2.53E+03
22.7	260.6	20.4	2.97E+02	8.03E+00	2.81E+02	2.57E+03
22.8	259.9	20.3	3.02E+02	8.17E+00	2.86E+02	2.62E+03
22.9	259.0	20.3	3.08E+02	8.32E+00	2.91E+02	2.67E+03
23	    258.1	18.9	3.13E+02	8.46E+00	2.96E+02	2.71E+03
23.1	257.1	18.8	3.18E+02	8.60E+00	3.01E+02	2.76E+03
23.2	256.0	18.7	3.24E+02	8.75E+00	3.06E+02	2.80E+03
23.3	254.8	18.7	3.29E+02	8.89E+00	3.11E+02	2.85E+03
23.4	253.5	18.6	3.34E+02	9.03E+00	3.16E+02	2.90E+03
23.5	252.2	18.5	3.40E+02	9.18E+00	3.21E+02	2.94E+03
23.6	250.8	18.4	3.45E+02	9.32E+00	3.26E+02	2.99E+03
23.7	249.4	18.3	3.50E+02	9.46E+00	3.31E+02	3.03E+03
23.8	247.9	18.2	3.55E+02	9.60E+00	3.35E+02	3.08E+03
23.9	246.3	18.0	3.60E+02	9.74E+00	3.40E+02	3.12E+03
24	    244.7	17.1	3.66E+02	9.88E+00	3.45E+02	3.17E+03
24.1	243.1	17.0	3.71E+02	1.00E+01	3.50E+02	3.21E+03
24.2	241.4	16.9	3.76E+02	1.02E+01	3.55E+02	3.26E+03
24.3	239.6	16.7	3.81E+02	1.03E+01	3.60E+02	3.30E+03
24.4	237.8	16.6	3.86E+02	1.04E+01	3.65E+02	3.35E+03
24.5	236.0	16.5	3.91E+02	1.06E+01	3.70E+02	3.39E+03
24.6	234.1	16.4	3.96E+02	1.07E+01	3.74E+02	3.43E+03
24.7	232.2	16.2	4.01E+02	1.08E+01	3.79E+02	3.48E+03
24.8	230.3	16.1	4.06E+02	1.10E+01	3.84E+02	3.52E+03
24.9	228.3	16.0	4.11E+02	1.11E+01	3.88E+02	3.56E+03
25	    226.3	15.2	4.16E+02	1.12E+01	3.93E+02	3.61E+03
25.1	224.3	15.1	4.21E+02	1.14E+01	3.98E+02	3.65E+03
25.2	222.3	15.0	4.26E+02	1.15E+01	4.02E+02	3.69E+03
25.3	220.3	14.8	4.31E+02	1.16E+01	4.07E+02	3.73E+03
25.4	218.2	14.7	4.36E+02	1.18E+01	4.12E+02	3.78E+03
25.5	216.2	14.5	4.41E+02	1.19E+01	4.16E+02	3.82E+03
25.6	214.1	14.4	4.45E+02	1.20E+01	4.21E+02	3.86E+03
25.7	212.0	14.3	4.50E+02	1.22E+01	4.25E+02	3.90E+03
25.8	209.9	14.1	4.55E+02	1.23E+01	4.29E+02	3.94E+03
25.9	207.8	14.0	4.59E+02	1.24E+01	4.34E+02	3.98E+03
26	    205.7	13.4	4.64E+02	1.25E+01	4.38E+02	4.02E+03
26.1	203.6	13.3	4.69E+02	1.27E+01	4.43E+02	4.06E+03
26.2	201.5	13.1	4.73E+02	1.28E+01	4.47E+02	4.10E+03
26.3	199.4	13.0	4.78E+02	1.29E+01	4.51E+02	4.14E+03
26.4	197.3	12.9	4.82E+02	1.30E+01	4.55E+02	4.18E+03
26.5	195.2	12.7	4.87E+02	1.31E+01	4.60E+02	4.22E+03
26.6	193.1	12.6	4.91E+02	1.33E+01	4.64E+02	4.25E+03
26.7	191.0	12.5	4.95E+02	1.34E+01	4.68E+02	4.29E+03
26.8	189.0	12.3	5.00E+02	1.35E+01	4.72E+02	4.33E+03
26.9	186.9	12.2	5.04E+02	1.36E+01	4.76E+02	4.37E+03
27	184.9	11.7	5.08E+02	1.37E+01	4.80E+02	4.40E+03
27.1	182.8	11.6	5.12E+02	1.39E+01	4.84E+02	4.44E+03
27.2	180.8	11.4	5.17E+02	1.40E+01	4.88E+02	4.48E+03
27.3	178.8	11.3	5.21E+02	1.41E+01	4.92E+02	4.51E+03
27.4	176.8	11.2	5.25E+02	1.42E+01	4.96E+02	4.55E+03
27.5	174.8	11.1	5.29E+02	1.43E+01	5.00E+02	4.58E+03
27.6	172.8	10.9	5.33E+02	1.44E+01	5.03E+02	4.62E+03
27.7	170.8	10.8	5.37E+02	1.45E+01	5.07E+02	4.65E+03
27.8	168.9	10.7	5.41E+02	1.46E+01	5.11E+02	4.69E+03
27.9	167.0	10.6	5.45E+02	1.47E+01	5.15E+02	4.72E+03
28	165.0	10.2	5.49E+02	1.48E+01	5.18E+02	4.76E+03
28.1	163.1	10.1	5.53E+02	1.49E+01	5.22E+02	4.79E+03
28.2	161.3	10.0	5.57E+02	1.50E+01	5.26E+02	4.82E+03
28.3	159.4	9.9	5.60E+02	1.51E+01	5.29E+02	4.86E+03
28.4	157.6	9.8	5.64E+02	1.52E+01	5.33E+02	4.89E+03
28.5	155.7	9.6	5.68E+02	1.54E+01	5.36E+02	4.92E+03
